timestamp,kind,id,director,status,copy_flag,detail
2026-06-27T21:54:05,contribution,G-demo,Jaslam,complete,PASS,ok
2026-06-27T21:54:05,contribution,G-demo2,Jaslam,BLOCKED,PASS,hypothesis < 40 words; reasoning < 40 words; Socratic answer blank (blocks advance)
2026-06-28T00:17:14,contribution,G-test-delta,Jaslam,BLOCKED,PASS,hypothesis < 40 words | change_ratio=0.98 (65/66 novel words) | diff=governance/contribution_diffs/G-test-delta-2026-06-28T001714.diff
2026-06-30T14:02:04,contribution,G-test-delta-38088,Director,complete,PASS,ok | change_ratio=0.99 (73/74 novel words) | diff=governance\contribution_diffs\G-test-delta-38088-2026-06-30T140204.diff
2026-06-30T14:02:05,contribution,G-test-copy-38088,Director,complete,LOW-DELTA,ok | change_ratio=0.00 (0/39 novel words) | diff=governance\contribution_diffs\G-test-copy-38088-2026-06-30T140205.diff
2026-06-30T14:37:56,contribution,G-test-delta-50660,Director,complete,PASS,ok | change_ratio=0.99 (73/74 novel words) | diff=governance\contribution_diffs\G-test-delta-50660-2026-06-30T143756.diff
2026-06-30T14:37:57,contribution,G-test-copy-50660,Director,complete,LOW-DELTA,ok | change_ratio=0.00 (0/39 novel words) | diff=governance\contribution_diffs\G-test-copy-50660-2026-06-30T143757.diff
2026-06-30T14:42:17,contribution,G-test-delta-31876,Director,complete,PASS,ok | change_ratio=0.99 (73/74 novel words) | diff=governance\contribution_diffs\G-test-delta-31876-2026-06-30T144217.diff
2026-06-30T14:42:18,contribution,G-test-copy-31876,Director,complete,LOW-DELTA,ok | change_ratio=0.00 (0/39 novel words) | diff=governance\contribution_diffs\G-test-copy-31876-2026-06-30T144218.diff
2026-06-30T14:51:27,contribution,G-test-delta-51004,Director,complete,PASS,ok | change_ratio=0.99 (73/74 novel words) | diff=governance\contribution_diffs\G-test-delta-51004-2026-06-30T145127.diff
2026-06-30T14:51:28,contribution,G-test-copy-51004,Director,complete,LOW-DELTA,ok | change_ratio=0.00 (0/39 novel words) | diff=governance\contribution_diffs\G-test-copy-51004-2026-06-30T145128.diff
2026-06-30T15:21:36,contribution,G-test-delta-14064,Director,complete,PASS,ok | change_ratio=0.99 (73/74 novel words) | diff=governance\contribution_diffs\G-test-delta-14064-2026-06-30T152136.diff
2026-06-30T15:21:36,contribution,G-test-copy-14064,Director,complete,LOW-DELTA,ok | change_ratio=0.00 (0/39 novel words) | diff=governance\contribution_diffs\G-test-copy-14064-2026-06-30T152136.diff
2026-06-30T17:03:35,contribution,G-test-delta-17104,Director,complete,PASS,ok | change_ratio=0.99 (73/74 novel words) | diff=governance\contribution_diffs\G-test-delta-17104-2026-06-30T170335.diff
2026-06-30T17:03:35,contribution,G-test-copy-17104,Director,complete,LOW-DELTA,ok | change_ratio=0.00 (0/39 novel words) | diff=governance\contribution_diffs\G-test-copy-17104-2026-06-30T170335.diff
2026-06-30T17:34:58,contribution,G-test-delta-31660,Director,complete,PASS,ok | change_ratio=0.99 (73/74 novel words) | diff=governance\contribution_diffs\G-test-delta-31660-2026-06-30T173458.diff
2026-06-30T17:34:58,contribution,G-test-copy-31660,Director,complete,LOW-DELTA,ok | change_ratio=0.00 (0/39 novel words) | diff=governance\contribution_diffs\G-test-copy-31660-2026-06-30T173458.diff
2026-06-30T18:28:07,contribution,G-test-delta-32668,Director,complete,PASS,ok | change_ratio=0.99 (73/74 novel words) | diff=governance\contribution_diffs\G-test-delta-32668-2026-06-30T182807.diff
2026-06-30T18:28:08,contribution,G-test-copy-32668,Director,complete,LOW-DELTA,ok | change_ratio=0.00 (0/39 novel words) | diff=governance\contribution_diffs\G-test-copy-32668-2026-06-30T182808.diff
2026-06-30T19:02:13,contribution,G-test-delta-27256,Director,complete,PASS,ok | change_ratio=0.99 (73/74 novel words) | diff=governance\contribution_diffs\G-test-delta-27256-2026-06-30T190213.diff
2026-06-30T19:02:13,contribution,G-test-copy-27256,Director,complete,LOW-DELTA,ok | change_ratio=0.00 (0/39 novel words) | diff=governance\contribution_diffs\G-test-copy-27256-2026-06-30T190213.diff
2026-06-30T19:10:31,contribution,G-test-delta-45760,Director,complete,PASS,ok | change_ratio=0.99 (73/74 novel words) | diff=governance\contribution_diffs\G-test-delta-45760-2026-06-30T191031.diff
2026-06-30T19:10:31,contribution,G-test-copy-45760,Director,complete,LOW-DELTA,ok | change_ratio=0.00 (0/39 novel words) | diff=governance\contribution_diffs\G-test-copy-45760-2026-06-30T191031.diff
2026-06-30T19:45:49,contribution,G-test-delta-54500,Director,complete,PASS,ok | change_ratio=0.99 (73/74 novel words) | diff=governance\contribution_diffs\G-test-delta-54500-2026-06-30T194549.diff
2026-06-30T19:45:50,contribution,G-test-copy-54500,Director,complete,LOW-DELTA,ok | change_ratio=0.00 (0/39 novel words) | diff=governance\contribution_diffs\G-test-copy-54500-2026-06-30T194550.diff
2026-06-30T20:02:56,contribution,G-test-delta-45520,Director,complete,PASS,ok | change_ratio=0.99 (73/74 novel words) | diff=governance\contribution_diffs\G-test-delta-45520-2026-06-30T200256.diff
2026-06-30T20:02:57,contribution,G-test-copy-45520,Director,complete,LOW-DELTA,ok | change_ratio=0.00 (0/39 novel words) | diff=governance\contribution_diffs\G-test-copy-45520-2026-06-30T200257.diff
2026-07-01T12:48:36,contribution,G-test-delta-11336,Director,complete,PASS,ok | change_ratio=0.99 (73/74 novel words) | diff=governance\contribution_diffs\G-test-delta-11336-2026-07-01T124836.diff
2026-07-01T12:48:36,contribution,G-test-copy-11336,Director,complete,LOW-DELTA,ok | change_ratio=0.00 (0/39 novel words) | diff=governance\contribution_diffs\G-test-copy-11336-2026-07-01T124836.diff
2026-07-01T13:09:22,contribution,G-test-delta-50264,Director,complete,PASS,ok | change_ratio=0.99 (73/74 novel words) | diff=governance\contribution_diffs\G-test-delta-50264-2026-07-01T130922.diff
2026-07-01T13:09:22,contribution,G-test-copy-50264,Director,complete,LOW-DELTA,ok | change_ratio=0.00 (0/39 novel words) | diff=governance\contribution_diffs\G-test-copy-50264-2026-07-01T130922.diff
2026-07-01T13:23:23,contribution,G-test-delta-51996,Director,complete,PASS,ok | change_ratio=0.99 (73/74 novel words) | diff=governance\contribution_diffs\G-test-delta-51996-2026-07-01T132323.diff
2026-07-01T13:23:23,contribution,G-test-copy-51996,Director,complete,LOW-DELTA,ok | change_ratio=0.00 (0/39 novel words) | diff=governance\contribution_diffs\G-test-copy-51996-2026-07-01T132323.diff
2026-07-01T13:46:19,contribution,G-test-delta-49036,Director,complete,PASS,ok | change_ratio=0.99 (73/74 novel words) | diff=governance\contribution_diffs\G-test-delta-49036-2026-07-01T134619.diff
2026-07-01T13:46:19,contribution,G-test-copy-49036,Director,complete,LOW-DELTA,ok | change_ratio=0.00 (0/39 novel words) | diff=governance\contribution_diffs\G-test-copy-49036-2026-07-01T134619.diff
2026-07-01T15:35:51,contribution,G-test-delta-5,Director,complete,PASS,ok | change_ratio=0.99 (73/74 novel words) | diff=governance/contribution_diffs/G-test-delta-5-2026-07-01T153551.diff
2026-07-01T15:35:51,contribution,G-test-copy-5,Director,complete,LOW-DELTA,ok | change_ratio=0.00 (0/39 novel words) | diff=governance/contribution_diffs/G-test-copy-5-2026-07-01T153551.diff
2026-07-01T16:00:20,contribution,G-test-delta-16488,Director,complete,PASS,ok | change_ratio=0.99 (73/74 novel words) | diff=governance\contribution_diffs\G-test-delta-16488-2026-07-01T160020.diff
2026-07-01T16:00:21,contribution,G-test-copy-16488,Director,complete,LOW-DELTA,ok | change_ratio=0.00 (0/39 novel words) | diff=governance\contribution_diffs\G-test-copy-16488-2026-07-01T160021.diff
2026-07-01T16:20:32,contribution,G-test-delta-27896,Director,complete,PASS,ok | change_ratio=0.99 (73/74 novel words) | diff=governance\contribution_diffs\G-test-delta-27896-2026-07-01T162032.diff
2026-07-01T16:20:32,contribution,G-test-copy-27896,Director,complete,LOW-DELTA,ok | change_ratio=0.00 (0/39 novel words) | diff=governance\contribution_diffs\G-test-copy-27896-2026-07-01T162032.diff
2026-07-01T18:55:53,contribution,G-test-delta-9,Director,complete,PASS,ok | change_ratio=0.99 (73/74 novel words) | diff=governance/contribution_diffs/G-test-delta-9-2026-07-01T185553.diff
2026-07-01T18:55:53,contribution,G-test-copy-9,Director,complete,LOW-DELTA,ok | change_ratio=0.00 (0/39 novel words) | diff=governance/contribution_diffs/G-test-copy-9-2026-07-01T185553.diff
2026-07-01T19:10:49,contribution,G-test-delta-4,Director,complete,PASS,ok | change_ratio=0.99 (73/74 novel words) | diff=governance/contribution_diffs/G-test-delta-4-2026-07-01T191049.diff
2026-07-01T19:10:49,contribution,G-test-copy-4,Director,complete,LOW-DELTA,ok | change_ratio=0.00 (0/39 novel words) | diff=governance/contribution_diffs/G-test-copy-4-2026-07-01T191049.diff
2026-07-01T19:17:41,contribution,G-test-delta-5,Director,complete,PASS,ok | change_ratio=0.99 (73/74 novel words) | diff=governance/contribution_diffs/G-test-delta-5-2026-07-01T191741.diff
2026-07-01T19:17:41,contribution,G-test-copy-5,Director,complete,LOW-DELTA,ok | change_ratio=0.00 (0/39 novel words) | diff=governance/contribution_diffs/G-test-copy-5-2026-07-01T191741.diff
2026-07-01T19:20:24,contribution,G-test-delta-5,Director,complete,PASS,ok | change_ratio=0.99 (73/74 novel words) | diff=governance/contribution_diffs/G-test-delta-5-2026-07-01T192024.diff
2026-07-01T19:20:24,contribution,G-test-copy-5,Director,complete,LOW-DELTA,ok | change_ratio=0.00 (0/39 novel words) | diff=governance/contribution_diffs/G-test-copy-5-2026-07-01T192024.diff
2026-07-01T19:21:17,contribution,G-test-delta-5,Director,complete,PASS,ok | change_ratio=0.99 (73/74 novel words) | diff=governance/contribution_diffs/G-test-delta-5-2026-07-01T192117.diff
2026-07-01T19:21:17,contribution,G-test-copy-5,Director,complete,LOW-DELTA,ok | change_ratio=0.00 (0/39 novel words) | diff=governance/contribution_diffs/G-test-copy-5-2026-07-01T192117.diff
2026-07-01T19:21:35,contribution,G-test-delta-354,Director,complete,PASS,ok | change_ratio=0.99 (73/74 novel words) | diff=governance/contribution_diffs/G-test-delta-354-2026-07-01T192135.diff
2026-07-01T19:21:35,contribution,G-test-copy-354,Director,complete,LOW-DELTA,ok | change_ratio=0.00 (0/39 novel words) | diff=governance/contribution_diffs/G-test-copy-354-2026-07-01T192135.diff
2026-07-02T11:57:19,contribution,G-test-delta-10,Director,complete,PASS,ok | change_ratio=0.99 (73/74 novel words) | diff=governance/contribution_diffs/G-test-delta-10-2026-07-02T115719.diff
2026-07-02T11:57:19,contribution,G-test-copy-10,Director,complete,LOW-DELTA,ok | change_ratio=0.00 (0/39 novel words) | diff=governance/contribution_diffs/G-test-copy-10-2026-07-02T115719.diff
2026-07-02T12:02:24,contribution,G-test-delta-92,Director,complete,PASS,ok | change_ratio=0.99 (73/74 novel words) | diff=governance/contribution_diffs/G-test-delta-92-2026-07-02T120224.diff
2026-07-02T12:02:24,contribution,G-test-copy-92,Director,complete,LOW-DELTA,ok | change_ratio=0.00 (0/39 novel words) | diff=governance/contribution_diffs/G-test-copy-92-2026-07-02T120224.diff
2026-07-02T12:05:08,contribution,G-test-delta-9,Director,complete,PASS,ok | change_ratio=0.99 (73/74 novel words) | diff=governance/contribution_diffs/G-test-delta-9-2026-07-02T120508.diff
2026-07-02T12:05:09,contribution,G-test-copy-9,Director,complete,LOW-DELTA,ok | change_ratio=0.00 (0/39 novel words) | diff=governance/contribution_diffs/G-test-copy-9-2026-07-02T120509.diff
2026-07-02T12:05:59,contribution,G-test-delta-9,Director,complete,PASS,ok | change_ratio=0.99 (73/74 novel words) | diff=governance/contribution_diffs/G-test-delta-9-2026-07-02T120559.diff
2026-07-02T12:06:00,contribution,G-test-copy-9,Director,complete,LOW-DELTA,ok | change_ratio=0.00 (0/39 novel words) | diff=governance/contribution_diffs/G-test-copy-9-2026-07-02T120600.diff
2026-07-02T12:06:50,contribution,G-test-delta-38,Director,complete,PASS,ok | change_ratio=0.99 (73/74 novel words) | diff=governance/contribution_diffs/G-test-delta-38-2026-07-02T120650.diff
2026-07-02T12:06:50,contribution,G-test-copy-38,Director,complete,LOW-DELTA,ok | change_ratio=0.00 (0/39 novel words) | diff=governance/contribution_diffs/G-test-copy-38-2026-07-02T120650.diff
2026-07-02T13:12:44,contribution,G-test-delta-33168,Director,complete,PASS,ok | change_ratio=0.99 (73/74 novel words) | diff=governance\contribution_diffs\G-test-delta-33168-2026-07-02T131244.diff
2026-07-02T13:12:44,contribution,G-test-copy-33168,Director,complete,LOW-DELTA,ok | change_ratio=0.00 (0/39 novel words) | diff=governance\contribution_diffs\G-test-copy-33168-2026-07-02T131244.diff
2026-07-02T13:51:54,contribution,G-test-delta-11608,Director,complete,PASS,ok | change_ratio=0.99 (73/74 novel words) | diff=governance\contribution_diffs\G-test-delta-11608-2026-07-02T135154.diff
2026-07-02T13:51:54,contribution,G-test-copy-11608,Director,complete,LOW-DELTA,ok | change_ratio=0.00 (0/39 novel words) | diff=governance\contribution_diffs\G-test-copy-11608-2026-07-02T135154.diff
2026-07-02T16:34:41,contribution,G-test-delta-3188,Director,complete,PASS,ok | change_ratio=0.99 (73/74 novel words) | diff=governance\contribution_diffs\G-test-delta-3188-2026-07-02T163441.diff
2026-07-02T16:34:42,contribution,G-test-copy-3188,Director,complete,LOW-DELTA,ok | change_ratio=0.00 (0/39 novel words) | diff=governance\contribution_diffs\G-test-copy-3188-2026-07-02T163442.diff
2026-07-02T16:49:34,contribution,G-test-delta-46320,Director,complete,PASS,ok | change_ratio=0.99 (73/74 novel words) | diff=governance\contribution_diffs\G-test-delta-46320-2026-07-02T164934.diff
2026-07-02T16:49:34,contribution,G-test-copy-46320,Director,complete,LOW-DELTA,ok | change_ratio=0.00 (0/39 novel words) | diff=governance\contribution_diffs\G-test-copy-46320-2026-07-02T164934.diff
2026-07-02T16:52:59,contribution,G-test-delta-23436,Director,complete,PASS,ok | change_ratio=0.99 (73/74 novel words) | diff=governance\contribution_diffs\G-test-delta-23436-2026-07-02T165259.diff
2026-07-02T16:52:59,contribution,G-test-copy-23436,Director,complete,LOW-DELTA,ok | change_ratio=0.00 (0/39 novel words) | diff=governance\contribution_diffs\G-test-copy-23436-2026-07-02T165259.diff
2026-07-02T17:39:53,contribution,G-test-delta-49032,Director,complete,PASS,ok | change_ratio=0.99 (73/74 novel words) | diff=governance\contribution_diffs\G-test-delta-49032-2026-07-02T173953.diff
2026-07-02T17:39:53,contribution,G-test-copy-49032,Director,complete,LOW-DELTA,ok | change_ratio=0.00 (0/39 novel words) | diff=governance\contribution_diffs\G-test-copy-49032-2026-07-02T173953.diff
2026-07-02T17:57:22,contribution,G-test-delta-49576,Director,complete,PASS,ok | change_ratio=0.99 (73/74 novel words) | diff=governance\contribution_diffs\G-test-delta-49576-2026-07-02T175722.diff
2026-07-02T17:57:22,contribution,G-test-copy-49576,Director,complete,LOW-DELTA,ok | change_ratio=0.00 (0/39 novel words) | diff=governance\contribution_diffs\G-test-copy-49576-2026-07-02T175722.diff
2026-07-02T19:21:39,contribution,G-test-delta-33848,Director,complete,PASS,ok | change_ratio=0.99 (73/74 novel words) | diff=governance\contribution_diffs\G-test-delta-33848-2026-07-02T192139.diff
2026-07-02T19:21:39,contribution,G-test-copy-33848,Director,complete,LOW-DELTA,ok | change_ratio=0.00 (0/39 novel words) | diff=governance\contribution_diffs\G-test-copy-33848-2026-07-02T192139.diff
